Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
20180426_sample_9,mouse,NCBI:txid10090,mouse_JLXOV,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180501_sample_2,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180501_sample_3,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180501_sample_4,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180501_sample_5,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180501_sample_6,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180501_sample_7,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180501_sample_8,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180502_sample_1,mouse,NCBI:txid10090,mouse_ZTLGB,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180502_sample_2,mouse,NCBI:txid10090,mouse_ZTLGB,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180502_sample_3,mouse,NCBI:txid10090,mouse_ZTLGB,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180502_sample_4,mouse,NCBI:txid10090,mouse_ZTLGB,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180508_sample_1,mouse,NCBI:txid10090,mouse_CQEQX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180508_sample_2,mouse,NCBI:txid10090,mouse_CQEQX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180508_sample_3,mouse,NCBI:txid10090,mouse_CQEQX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180508_sample_4,mouse,NCBI:txid10090,mouse_CQEQX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180509_sample_1,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180509_sample_2,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180509_sample_3,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180509_sample_4,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180509_sample_5,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180509_sample_7,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180509_sample_9,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180510_sample_2,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180510_sample_3,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180510_sample_4,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180510_sample_5,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180510_sample_9,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180515_sample_1,mouse,NCBI:txid10090,mouse_BULZF,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180515_sample_6,mouse,NCBI:txid10090,mouse_BULZF,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180522_sample_1,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180522_sample_2,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180522_sample_3,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180522_sample_4,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180522_sample_5,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180522_sample_6,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180522_sample_7,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180524_sample_5,mouse,NCBI:txid10090,mouse_QFXET,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180524_sample_8,mouse,NCBI:txid10090,mouse_BFVKP,Scnn1a-Tg3-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180524_sample_9,mouse,NCBI:txid10090,mouse_QFXET,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180529_sample_3,mouse,NCBI:txid10090,mouse_PAIFP,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180608_sample_1,mouse,NCBI:txid10090,mouse_CTDSZ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180608_sample_2,mouse,NCBI:txid10090,mouse_CTDSZ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180608_sample_3,mouse,NCBI:txid10090,mouse_CTDSZ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180608_sample_5,mouse,NCBI:txid10090,mouse_CTDSZ,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180619_sample_3,mouse,NCBI:txid10090,mouse_CSTGT,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180619_sample_5,mouse,NCBI:txid10090,mouse_CSTGT,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180619_sample_7,mouse,NCBI:txid10090,mouse_CSTGT,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180621_sample_1,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180621_sample_2,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180621_sample_3,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180621_sample_4,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180621_sample_5,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180621_sample_7,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180621_sample_8,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180628_sample_2,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180628_sample_3,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180628_sample_4,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180628_sample_6,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180628_sample_7,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180703_sample_1,mouse,NCBI:txid10090,mouse_RWJCG,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180703_sample_2,mouse,NCBI:txid10090,mouse_RWJCG,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180703_sample_3,mouse,NCBI:txid10090,mouse_RWJCG,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180704_sample_1,mouse,NCBI:txid10090,mouse_PZPYT,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180704_sample_2,mouse,NCBI:txid10090,mouse_PZPYT,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180704_sample_3,mouse,NCBI:txid10090,mouse_PZPYT,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180704_sample_4,mouse,NCBI:txid10090,mouse_PZPYT,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180704_sample_5,mouse,NCBI:txid10090,mouse_PZPYT,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180705_sample_1,mouse,NCBI:txid10090,mouse_QBAPL,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180705_sample_4,mouse,NCBI:txid10090,mouse_QBAPL,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180709_sample_2,mouse,NCBI:txid10090,mouse_EEWII,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180709_sample_3,mouse,NCBI:txid10090,mouse_EEWII,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180709_sample_4,mouse,NCBI:txid10090,mouse_EEWII,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180709_sample_6,mouse,NCBI:txid10090,mouse_EEWII,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180710_sample_1,mouse,NCBI:txid10090,mouse_CSPPC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180710_sample_2,mouse,NCBI:txid10090,mouse_CSPPC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180710_sample_3,mouse,NCBI:txid10090,mouse_CSPPC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180710_sample_5,mouse,NCBI:txid10090,mouse_CSPPC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180711_sample_1,mouse,NCBI:txid10090,mouse_TXVXA,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180711_sample_2,mouse,NCBI:txid10090,mouse_TXVXA,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180711_sample_3,mouse,NCBI:txid10090,mouse_TXVXA,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180711_sample_4,mouse,NCBI:txid10090,mouse_TXVXA,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180712_sample_11,mouse,NCBI:txid10090,mouse_XTKQH,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180712_sample_12,mouse,NCBI:txid10090,mouse_XTKQH,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180712_sample_13,mouse,NCBI:txid10090,mouse_XTKQH,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180712_sample_14,mouse,NCBI:txid10090,mouse_XTKQH,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180712_sample_15,mouse,NCBI:txid10090,mouse_XTKQH,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180712_sample_2,mouse,NCBI:txid10090,mouse_XTKQH,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180712_sample_3,mouse,NCBI:txid10090,mouse_XTKQH,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180712_sample_5,mouse,NCBI:txid10090,mouse_XTKQH,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180717_sample_1,mouse,NCBI:txid10090,mouse_DFHTC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180717_sample_2,mouse,NCBI:txid10090,mouse_DFHTC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180717_sample_3,mouse,NCBI:txid10090,mouse_DFHTC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180717_sample_4,mouse,NCBI:txid10090,mouse_DFHTC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
