Sample ID,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,Modality (CV),Method (CV),Technique (CV),Anatomical Structure (CV),Total Processed Cells,Organization (CV),Lab,Investigator,Grant Number (CV),R24 Name (CV),R24 Directory,Comments
679113381,mouse,NCBI:txid10090,A930038C07Rik-Tg1-Cre,Anatomy/Morphology,RabiesTransSynaptic,,PL Prelimbic area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500371447/0500371447-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='89 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
683703738,mouse,NCBI:txid10090,Calb2-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,AUDp Primary auditory area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500369175/0500369175-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='93 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
675857839,mouse,NCBI:txid10090,Ctgf-T2A-dgCre,Anatomy/Morphology,RabiesTransSynaptic,,ACAd Anterior cingulate area;dorsal part,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372485/0500372485-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='101 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
686171859,mouse,NCBI:txid10090,Cux2-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,SPF Subparafascicular nucleus,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372714/0500372714-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='89 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
679097185,mouse,NCBI:txid10090,Cux2-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,DN Dentate nucleus,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500369868/0500369868-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='89 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
681537021,mouse,NCBI:txid10090,Cux2-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,MOp Primary motor area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500368892/0500368892-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='95 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
683675147,mouse,NCBI:txid10090,Gad2-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,PL Prelimbic area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372192/0500372192-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='98 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
683675157,mouse,NCBI:txid10090,Gad2-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,VMH Ventromedial hypothalamic nucleus,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370795/0500370795-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='98 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
683695812,mouse,NCBI:txid10090,Glt25d2-Cre_NF107,Anatomy/Morphology,RabiesTransSynaptic,,AUDp Primary auditory area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370868/0500370868-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='83 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
685167496,mouse,NCBI:txid10090,Glt25d2-Cre_NF107,Anatomy/Morphology,RabiesTransSynaptic,,VMH Ventromedial hypothalamic nucleus,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370878/0500370878-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='83 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
685155517,mouse,NCBI:txid10090,Glt25d2-Cre_NF107,Anatomy/Morphology,RabiesTransSynaptic,,SSs Supplemental somatosensory area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500373041/0500373041-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='84 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
683695806,mouse,NCBI:txid10090,Glt25d2-Cre_NF107,Anatomy/Morphology,RabiesTransSynaptic,,MOp Primary motor area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372487/0500372487-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='85 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
686171851,mouse,NCBI:txid10090,Grik4-Cre,Anatomy/Morphology,RabiesTransSynaptic,,IGL Intergeniculate leaflet of the lateral geniculate complex,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372898/0500372898-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='89 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
678177102,mouse,NCBI:txid10090,Nr5a1-Cre,Anatomy/Morphology,RabiesTransSynaptic,,AUDp Primary auditory area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370274/0500370274-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='85 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
678535141,mouse,NCBI:txid10090,Nr5a1-Cre,Anatomy/Morphology,RabiesTransSynaptic,,SSp-m Primary somatosensory area;mouth,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370236/0500370236-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='90 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
678535130,mouse,NCBI:txid10090,Nr5a1-Cre,Anatomy/Morphology,RabiesTransSynaptic,,AId Agranular insular area;dorsal part,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370420/0500370420-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='90 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
675849391,mouse,NCBI:txid10090,Ntsr1-Cre_GN220,Anatomy/Morphology,RabiesTransSynaptic,,PL Prelimbic area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500368803/0500368803-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='83 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
675959717,mouse,NCBI:txid10090,Ntsr1-Cre_GN220,Anatomy/Morphology,RabiesTransSynaptic,,ACAd Anterior cingulate area;dorsal part,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372268/0500372268-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='83 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
678177119,mouse,NCBI:txid10090,Ntsr1-Cre_GN220,Anatomy/Morphology,RabiesTransSynaptic,,ACAd Anterior cingulate area;dorsal part,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500373180/0500373180-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='84 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
683703747,mouse,NCBI:txid10090,Pvalb-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,IGL Intergeniculate leaflet of the lateral geniculate complex,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372673/0500372673-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='86 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
678177135,mouse,NCBI:txid10090,Pvalb-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,AId Agranular insular area;dorsal part,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500368760/0500368760-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='87 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
678177127,mouse,NCBI:txid10090,Pvalb-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,AId Agranular insular area;dorsal part,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500373372/0500373372-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='87 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
685147768,mouse,NCBI:txid10090,Rbp4-Cre_KL100,Anatomy/Morphology,RabiesTransSynaptic,,MOp,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370735/0500370735-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='86 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
685615231,mouse,NCBI:txid10090,Rbp4-Cre_KL100,Anatomy/Morphology,RabiesTransSynaptic,,MOp,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370737/0500370737-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='86 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
683675110,mouse,NCBI:txid10090,Scnn1a-Tg3-Cre,Anatomy/Morphology,RabiesTransSynaptic,,PL Prelimbic area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372754/0500372754-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='102 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
683675138,mouse,NCBI:txid10090,Sim1-Cre_KJ18,Anatomy/Morphology,RabiesTransSynaptic,,AId Agranular insular area;dorsal part,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372376/0500372376-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='99 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
683675129,mouse,NCBI:txid10090,Sim1-Cre_KJ18,Anatomy/Morphology,RabiesTransSynaptic,,ZI Zona incerta,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372386/0500372386-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='99 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
683703721,mouse,NCBI:txid10090,Slc17a6-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,RSPv Retrosplenial area;ventral part,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500369359/0500369359-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='95 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
683269200,mouse,NCBI:txid10090,Sst-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,AUDp Primary auditory area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500369628/0500369628-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='103 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
686171837,mouse,NCBI:txid10090,Sst-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,VAL Ventral anterior-lateral complex of the thalamus,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500371156/0500371156-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='91 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
686171843,mouse,NCBI:txid10090,Sst-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,AUDp Primary auditory area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372346/0500372346-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='91 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
686171831,mouse,NCBI:txid10090,Sst-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,PL Prelimbic area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500373450/0500373450-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='95 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
681537032,mouse,NCBI:txid10090,Sst-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,MOp,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500372938/0500372938-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='99 days', Gender='M');(Coronal Slicing: Direction='caudal to rostral');"
685147792,mouse,NCBI:txid10090,Vip-IRES-Cre,Anatomy/Morphology,RabiesTransSynaptic,,PL Prelimbic area,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370856/0500370856-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='84 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
683703754,mouse,NCBI:txid10090,,Anatomy/Morphology,RabiesTransSynaptic,,MOp,,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,BIL,./josem/tissuecyte_data/0500370860/0500370860-0INDEX.jp2,"(Project Description: Comment='Retrograde trans-synaptic tracing');(Sample Info: Age='82 days', Gender='F');(Coronal Slicing: Direction='caudal to rostral');"
Chat-IRES-Cre-neo;Ai75-334940,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Chat_Ai75_F_334940_171021,(Sample Info: Gender='F');Coronal Slicing;
Chat-IRES-Cre-neo;Ai75-339862,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Chat_Ai75_F_339862_171103,(Sample Info: Gender='F');Coronal Slicing;
Chat-IRES-Cre-neo;Ai75-350659,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Chat_Ai75_F_350659_171109,(Sample Info: Gender='F');Coronal Slicing;
Chat-IRES-Cre-neo;Ai75-350660,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Chat_Ai75_F_350660_171110,(Sample Info: Gender='F');Coronal Slicing;
Chat-IRES-Cre-neo;Ai75-350661,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Chat_Ai75_F_350661_171112,(Sample Info: Gender='F');Coronal Slicing;
Chat-IRES-Cre-neo;Ai75-334939,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Chat_Ai75_M_334939_171011,(Sample Info: Gender='M');Coronal Slicing;
Chat-IRES-Cre-neo;Ai75-339857,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Chat_Ai75_M_339857_171023,(Sample Info: Gender='M');Coronal Slicing;
Chat-IRES-Cre-neo;Ai75-339858,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Chat_Ai75_M_339858_171024,(Sample Info: Gender='M');Coronal Slicing;
Chat-IRES-Cre-neo;Ai75-372144,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Chat_Ai75_M_372144_180226,(Sample Info: Gender='M');Coronal Slicing;
Ctgf-T2A-dgCre;Ai75-358522,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Ctgf-T2A';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Ctgf-T2A_Ai75_F_358522_180223,(Sample Info: Gender='F');Coronal Slicing;
Ctgf-T2A-dgCre;Ai75-358524,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Ctgf-T2A';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Ctgf-T2A_Ai75_F_358524_180224,(Sample Info: Gender='F');Coronal Slicing;
Gad2-IRES-Cre;Ai75-349259,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Gad2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Gad2_Ai75_F_349259_180218,(Sample Info: Gender='F');Coronal Slicing;
Gad2-IRES-Cre;Ai75-335960,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Gad2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Gad2_Ai75_M_335960_171003,(Sample Info: Gender='M');Coronal Slicing;
Gad2-IRES-Cre;Ai75-349252,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Gad2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Gad2_Ai75_M_349252_180215,(Sample Info: Gender='M');Coronal Slicing;
Gad2-IRES-Cre;Ai75-349254,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Gad2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Gad2_Ai75_M_349254_180217,(Sample Info: Gender='M');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-278849,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_F_278849_170304,(Sample Info: Gender='F');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-295239,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_F_295239_170302,(Sample Info: Gender='F');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-295240,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_F_295240_170303,(Sample Info: Gender='F');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-302251,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_F_302251_170401,(Sample Info: Gender='F');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-313509,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_F_313509_170515,(Sample Info: Gender='F');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-315140,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_F_315140_170517,(Sample Info: Gender='F');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-315683,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_F_315683_170520,(Sample Info: Gender='F');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-315684,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_F_315684_170521,(Sample Info: Gender='F');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-302246,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_M_302246_170330,(Sample Info: Gender='M');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-313506,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_M_313506_170510,(Sample Info: Gender='M');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-313508,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_M_313508_170514,(Sample Info: Gender='M');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-324084,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_M_324084_170926,(Sample Info: Gender='M');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-333876,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_M_333876_171002,(Sample Info: Gender='M');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-339089,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Pvalb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Pvalb_Ai75_M_339089_180222,(Sample Info: Gender='M');Coronal Slicing;
Pvalb-IRES-Cre;Ai75-361755,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Rbp4';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Rbp4_Ai75_M_361755_180106,(Sample Info: Gender='M');Coronal Slicing;
