Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes
517645462,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-242964,,transcriptomics,SMART-seq v4,MOs1,Cells,7,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
517645465,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-242964,,transcriptomics,SMART-seq v4,MOs5,Cells,5,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
517645469,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-242964,,transcriptomics,SMART-seq v4,MOs6a,Cells,5,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521615857,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-246135,,transcriptomics,SMART-seq v4,MOs1,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521615907,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-246135,,transcriptomics,SMART-seq v4,MOs2/3,Cells,49,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521615960,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-246135,,transcriptomics,SMART-seq v4,MOs1,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521615964,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-246135,,transcriptomics,SMART-seq v4,MOs6a,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521615967,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-246135,,transcriptomics,SMART-seq v4,MOs2/3,Cells,51,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521615973,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-246135,,transcriptomics,SMART-seq v4,MOs5,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521630720,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248192,,transcriptomics,SMART-seq v4,MOs2/3,Cells,58,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521630726,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248192,,transcriptomics,SMART-seq v4,MOs1,Cells,37,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521630732,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248192,,transcriptomics,SMART-seq v4,MOs6a,Cells,19,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521630735,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248192,,transcriptomics,SMART-seq v4,MOs5,Cells,23,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521630741,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248192,,transcriptomics,SMART-seq v4,MOs1,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521630746,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248192,,transcriptomics,SMART-seq v4,MOs2/3,Cells,63,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
522122987,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248193,,transcriptomics,SMART-seq v4,MOs1,Cells,11,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
522122995,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248193,,transcriptomics,SMART-seq v4,MOs5,Cells,26,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
522129035,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248193,,transcriptomics,SMART-seq v4,MOs2/3,Cells,59,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
522132547,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248193,,transcriptomics,SMART-seq v4,MOs6a,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
522134398,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248193,,transcriptomics,SMART-seq v4,MOs1,Cells,33,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
522135459,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248193,,transcriptomics,SMART-seq v4,MOs6a,Cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521945845,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248194,,transcriptomics,SMART-seq v4,MOs1,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521945850,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248194,,transcriptomics,SMART-seq v4,MOs2/3,Cells,41,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521945853,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248194,,transcriptomics,SMART-seq v4,MOs5,Cells,21,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521945856,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248194,,transcriptomics,SMART-seq v4,MOs6a,Cells,28,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521945861,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248194,,transcriptomics,SMART-seq v4,MOs1,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521945866,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-248194,,transcriptomics,SMART-seq v4,MOs6a,Cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527619496,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254187,,transcriptomics,SMART-seq v4,MOs1,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527619501,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254187,,transcriptomics,SMART-seq v4,MOs1,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527619504,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254187,,transcriptomics,SMART-seq v4,MOs1,Cells,11,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527619507,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254187,,transcriptomics,SMART-seq v4,MOs1,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527619513,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254187,,transcriptomics,SMART-seq v4,MOs5,Cells,26,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527619520,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254187,,transcriptomics,SMART-seq v4,MOs5,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527746565,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254188,,transcriptomics,SMART-seq v4,MOs1,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527746570,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254188,,transcriptomics,SMART-seq v4,MOs1,Cells,7,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527746575,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254188,,transcriptomics,SMART-seq v4,MOs1,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527746607,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254188,,transcriptomics,SMART-seq v4,MOs5,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
527746609,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-254188,,transcriptomics,SMART-seq v4,MOs1,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
530358205,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-258622,,transcriptomics,SMART-seq v4,MOs1,Cells,31,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
530358207,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-258622,,transcriptomics,SMART-seq v4,MOs1,Cells,5,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
530358216,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-258622,,transcriptomics,SMART-seq v4,MOs1,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
539677695,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-263283,,transcriptomics,SMART-seq v4,MOp2/3,Cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects
539677705,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-263283,,transcriptomics,SMART-seq v4,MOp6a,Cells,39,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L6,2019Q1,Corrected structures/projects
539677726,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-263283,,transcriptomics,SMART-seq v4,SSp6a,Cells,49,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L6,2019Q1,Corrected structures/projects
539677732,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-263283,,transcriptomics,SMART-seq v4,SSp2/3,Cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L2/3,2019Q1,Corrected structures/projects
539677794,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-263283,,transcriptomics,SMART-seq v4,SSp6a,Cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L6,2019Q1,Corrected structures/projects
539677826,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-263283,,transcriptomics,SMART-seq v4,MOp6a,Cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L6,2019Q1,Corrected structures/projects
570011753,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298354,,transcriptomics,SMART-seq v4,MOp1,Cells,43,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L1,2019Q1,Corrected structures/projects
570011756,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298354,,transcriptomics,SMART-seq v4,MOp2/3,Cells,69,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects
570011758,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298354,,transcriptomics,SMART-seq v4,MOp5,Cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L5,2019Q1,Corrected structures/projects
570011789,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298354,,transcriptomics,SMART-seq v4,SSp1,Cells,20,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L1,2019Q1,Corrected structures/projects
570011792,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298354,,transcriptomics,SMART-seq v4,SSp2/3,Cells,68,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L2/3,2019Q1,Corrected structures/projects
570011806,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298354,,transcriptomics,SMART-seq v4,SSp6a,Cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L6,2019Q1,Corrected structures/projects
570076809,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298355,,transcriptomics,SMART-seq v4,MOp2/3,Cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects
570076811,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298355,,transcriptomics,SMART-seq v4,MOp1,Cells,34,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L1,2019Q1,Corrected structures/projects
570076813,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298355,,transcriptomics,SMART-seq v4,MOp6a,Cells,54,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L6,2019Q1,Corrected structures/projects
570077139,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298355,,transcriptomics,SMART-seq v4,SSp4,Cells,19,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L4,2019Q1,Corrected structures/projects
570077142,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298355,,transcriptomics,SMART-seq v4,SSp5,Cells,65,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L5,2019Q1,Corrected structures/projects
570077155,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-298355,,transcriptomics,SMART-seq v4,SSp1,Cells,12,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L1,2019Q1,Corrected structures/projects
645910179,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354955,,transcriptomics,SMART-seq v4,MOp,Nuclei,360,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects
645912187,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354955,,transcriptomics,SMART-seq v4,MOp,Nuclei,328,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects
646967120,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp1,Nuclei,50,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L1,2019Q1,Corrected structures/projects
646967133,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp1,Nuclei,36,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L1,2019Q1,Corrected structures/projects
646967135,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp2/3,Nuclei,194,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects
646967155,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp5,Nuclei,250,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L5,2019Q1,Corrected structures/projects
646967251,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,249,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L6a,2019Q1,Corrected structures/projects
646967260,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-354956,,transcriptomics,SMART-seq v4,MOp6b,Nuclei,69,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L6b,2019Q1,Corrected structures/projects
661477558,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-372785,,transcriptomics,SMART-seq v4,AI,Cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse AI,2019Q1,Corrected structures/projects
661477861,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-372785,,transcriptomics,SMART-seq v4,AI,Cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse AI,2019Q1,Corrected structures/projects
661477920,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-372785,,transcriptomics,SMART-seq v4,AI,Cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse AI,2019Q1,Corrected structures/projects
