Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),R24 Name (CV),R24 link,Metadata Submission,Data Collection (CV),Project (CV)
20180417_sample_3,mouse,NCBI:txid10090,mouse_UFLLT,Viaat-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180417_sample_4,mouse,NCBI:txid10090,mouse_UFLLT,Viaat-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180417_sample_5,mouse,NCBI:txid10090,mouse_UFLLT,Viaat-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180417_sample_6,mouse,NCBI:txid10090,mouse_UFLLT,Viaat-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180417_sample_7,mouse,NCBI:txid10090,mouse_UFLLT,Viaat-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180417_sample_8,mouse,NCBI:txid10090,mouse_UFLLT,Viaat-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180417_sample_9,mouse,NCBI:txid10090,mouse_UFLLT,Viaat-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180418_sample_1,mouse,NCBI:txid10090,mouse_KZWYG,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180418_sample_2,mouse,NCBI:txid10090,mouse_KZWYG,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180418_sample_3,mouse,NCBI:txid10090,mouse_KZWYG,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180418_sample_5,mouse,NCBI:txid10090,mouse_KZWYG,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180418_sample_6,mouse,NCBI:txid10090,mouse_KZWYG,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180420_sample_2,mouse,NCBI:txid10090,mouse_AAYYT,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180420_sample_3,mouse,NCBI:txid10090,mouse_AAYYT,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180420_sample_4,mouse,NCBI:txid10090,mouse_AAYYT,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180424_sample_1,mouse,NCBI:txid10090,mouse_MICGF,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180424_sample_2,mouse,NCBI:txid10090,mouse_MICGF,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180424_sample_3,mouse,NCBI:txid10090,mouse_MICGF,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180424_sample_6,mouse,NCBI:txid10090,mouse_MICGF,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180425_sample_2,mouse,NCBI:txid10090,mouse_HIEAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180425_sample_3,mouse,NCBI:txid10090,mouse_HIEAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180425_sample_4,mouse,NCBI:txid10090,mouse_HIEAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180425_sample_5,mouse,NCBI:txid10090,mouse_HIEAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180425_sample_7,mouse,NCBI:txid10090,mouse_HIEAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180425_sample_8,mouse,NCBI:txid10090,mouse_HIEAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180425_sample_9,mouse,NCBI:txid10090,mouse_HIEAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180426_sample_1,mouse,NCBI:txid10090,mouse_JLXOV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180426_sample_3,mouse,NCBI:txid10090,mouse_JLXOV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180426_sample_4,mouse,NCBI:txid10090,mouse_JLXOV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180426_sample_5,mouse,NCBI:txid10090,mouse_JLXOV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180426_sample_7,mouse,NCBI:txid10090,mouse_JLXOV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180426_sample_9,mouse,NCBI:txid10090,mouse_JLXOV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180501_sample_2,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180501_sample_3,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180501_sample_4,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180501_sample_5,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180501_sample_6,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180501_sample_7,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180501_sample_8,mouse,NCBI:txid10090,mouse_XITQQ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180502_sample_1,mouse,NCBI:txid10090,mouse_ZTLGB,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180502_sample_2,mouse,NCBI:txid10090,mouse_ZTLGB,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180502_sample_3,mouse,NCBI:txid10090,mouse_ZTLGB,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180502_sample_4,mouse,NCBI:txid10090,mouse_ZTLGB,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180508_sample_1,mouse,NCBI:txid10090,mouse_CQEQX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180508_sample_2,mouse,NCBI:txid10090,mouse_CQEQX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180508_sample_3,mouse,NCBI:txid10090,mouse_CQEQX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180508_sample_4,mouse,NCBI:txid10090,mouse_CQEQX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180509_sample_1,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180509_sample_2,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180509_sample_3,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180509_sample_4,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180509_sample_5,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180509_sample_7,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180509_sample_9,mouse,NCBI:txid10090,mouse_QQBBV,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180510_sample_2,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180510_sample_3,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180510_sample_4,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180510_sample_5,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180510_sample_9,mouse,NCBI:txid10090,mouse_WEAAS,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180515_sample_1,mouse,NCBI:txid10090,mouse_BULZF,Pvalb-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180515_sample_6,mouse,NCBI:txid10090,mouse_BULZF,Pvalb-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180522_sample_1,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180522_sample_2,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180522_sample_3,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180522_sample_4,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180522_sample_5,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180522_sample_6,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180522_sample_7,mouse,NCBI:txid10090,mouse_WDWKX,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180524_sample_5,mouse,NCBI:txid10090,mouse_QFXET,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180524_sample_8,mouse,NCBI:txid10090,mouse_BFVKP,Scnn1a-Tg3-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180524_sample_9,mouse,NCBI:txid10090,mouse_QFXET,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180529_sample_3,mouse,NCBI:txid10090,mouse_PAIFP,Viaat-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180608_sample_1,mouse,NCBI:txid10090,mouse_CTDSZ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180608_sample_2,mouse,NCBI:txid10090,mouse_CTDSZ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180608_sample_3,mouse,NCBI:txid10090,mouse_CTDSZ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180608_sample_5,mouse,NCBI:txid10090,mouse_CTDSZ,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180619_sample_3,mouse,NCBI:txid10090,mouse_CSTGT,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180619_sample_5,mouse,NCBI:txid10090,mouse_CSTGT,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180619_sample_7,mouse,NCBI:txid10090,mouse_CSTGT,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180621_sample_1,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180621_sample_2,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180621_sample_3,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180621_sample_4,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180621_sample_5,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180621_sample_7,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180621_sample_8,mouse,NCBI:txid10090,mouse_IAHGR,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180628_sample_2,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180628_sample_3,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180628_sample_4,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180628_sample_6,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180628_sample_7,mouse,NCBI:txid10090,mouse_HAKYY,Pvalb-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180703_sample_1,mouse,NCBI:txid10090,mouse_RWJCG,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180703_sample_2,mouse,NCBI:txid10090,mouse_RWJCG,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180703_sample_3,mouse,NCBI:txid10090,mouse_RWJCG,wt/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
20180704_sample_1,mouse,NCBI:txid10090,mouse_PZPYT,Pvalb-Cre/wt; Ai9/wt,transcriptomics,Patch-seq;SMART-seq v4,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,NEMO,,2020Q1,zeng_tolias_pseq_t,zeng_tolias_pseq_proj
