sample_id,sample_type,donor_id,legacy_id,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,experiment_id,sample_id,modality,method,technique,modality.method.technique,Anatomical Structure (CV),Total Processed Cells,Organization (CV),organization,team_name,investigator,grant_number,data_archive,Public R24 directory,Public R24 file path,file_location,Desired ID,,BIL legacy.ID,legacy_id,legacy_modality,legacy_method,legacy_technique,Release,,,,,,,
aba:cell_prep_samples:696534285,dissection,aba:donors:693669007,696534285,mouse,NCBI:txid10090,,biccn:experiments:1503,aba:cell_prep_samples:696534285,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,56,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,696534285,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:696534292,dissection,aba:donors:693669007,696534292,mouse,NCBI:txid10090,,biccn:experiments:1504,aba:cell_prep_samples:696534292,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,56,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,696534292,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:697485657,dissection,aba:donors:693668975,697485657,mouse,NCBI:txid10090,,biccn:experiments:1505,aba:cell_prep_samples:697485657,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,32,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,697485657,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:697486206,dissection,aba:donors:693668975,697486206,mouse,NCBI:txid10090,,biccn:experiments:1506,aba:cell_prep_samples:697486206,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,24,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,697486206,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:697487344,dissection,aba:donors:693668975,697487344,mouse,NCBI:txid10090,,biccn:experiments:1507,aba:cell_prep_samples:697487344,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,16,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,697487344,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:697488401,dissection,aba:donors:693668975,697488401,mouse,NCBI:txid10090,,biccn:experiments:1508,aba:cell_prep_samples:697488401,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,16,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,697488401,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:697489193,dissection,aba:donors:693668975,697489193,mouse,NCBI:txid10090,,biccn:experiments:1509,aba:cell_prep_samples:697489193,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,32,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,697489193,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:697606467,dissection,aba:donors:693668992,697606467,mouse,NCBI:txid10090,,biccn:experiments:1510,aba:cell_prep_samples:697606467,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,40,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,697606467,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:697608481,dissection,aba:donors:693668992,697608481,mouse,NCBI:txid10090,,biccn:experiments:1511,aba:cell_prep_samples:697608481,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,32,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,697608481,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:697610643,dissection,aba:donors:693668992,697610643,mouse,NCBI:txid10090,,biccn:experiments:1512,aba:cell_prep_samples:697610643,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,24,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,697610643,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:697612158,dissection,aba:donors:693668992,697612158,mouse,NCBI:txid10090,,biccn:experiments:1513,aba:cell_prep_samples:697612158,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,24,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,697612158,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
AIBS_470901203,,,AIBS_470901203,mouse,NCBI:txid10090,"Nr5a1-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500311928/,,,500311928,,,,,Q4 2018,,,,,,,
AIBS_471354789,,,AIBS_471354789,mouse,NCBI:txid10090,"Ntsr1-Cre_GN220,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500310909/,,,500310909,,,,,Q4 2018,,,,,,,
AIBS_475321641,,,AIBS_475321641,mouse,NCBI:txid10090,"Chrna2-Cre_OE25,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500310276/,,,500310276,,,,,Q4 2018,,,,,,,
AIBS_475321972,,,AIBS_475321972,mouse,NCBI:txid10090,"Ctgf-T2A-dgCre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500313400/,,,500313400,,,,,Q4 2018,,,,,,,
AIBS_475322378,,,AIBS_475322378,mouse,NCBI:txid10090,"Cux2-CreERT2,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500314142/,,,500314142,,,,,Q4 2018,,,,,,,
AIBS_475322569,,,AIBS_475322569,mouse,NCBI:txid10090,"Dbh-Cre_KH212,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500312854/,,,500312854,,,,,Q4 2018,,,,,,,
AIBS_475322682,,,AIBS_475322682,mouse,NCBI:txid10090,"Rbp4-Cre_KL100,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500314692/,,,500314692,,,,,Q4 2018,,,,,,,
AIBS_475322721,,,AIBS_475322721,mouse,NCBI:txid10090,"Scnn1a-Tg3-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500314324/,,,500314324,,,,,Q4 2018,,,,,,,
AIBS_475322858,,,AIBS_475322858,mouse,NCBI:txid10090,"Slc6a4-Cre_ET33,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500313956/,,,500313956,,,,,Q4 2018,,,,,,,
AIBS_475322913,,,AIBS_475322913,mouse,NCBI:txid10090,"Tac1-IRES2-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500313590/,,,500313590,,,,,Q4 2018,,,,,,,
AIBS_475322951,,,AIBS_475322951,mouse,NCBI:txid10090,"Tlx3-Cre_PL56,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500313222/,,,500313222,,,,,Q4 2018,,,,,,,
AIBS_475323012,,,AIBS_475323012,mouse,NCBI:txid10090,"Nos1-CreERT2,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500312484/,,,500312484,,,,,Q4 2018,,,,,,,
AIBS_475323139,,,AIBS_475323139,mouse,NCBI:txid10090,"Tac2-IRES2-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500314694/,,,500314694,,,,,Q4 2018,,,,,,,
AIBS_475892570,,,AIBS_475892570,mouse,NCBI:txid10090,"Chat-IRES-Cre-neo,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500310926/,,,500310926,,,,,Q4 2018,,,,,,,
AIBS_476045503,,,AIBS_476045503,mouse,NCBI:txid10090,"Trib2-F2A-CreERT2,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500311110/,,,500311110,,,,,Q4 2018,,,,,,,
AIBS_476045516,,,AIBS_476045516,mouse,NCBI:txid10090,"Sst-IRES-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500309624/,,,500309624,,,,,Q4 2018,,,,,,,
AIBS_476046078,,,AIBS_476046078,mouse,NCBI:txid10090,"Pvalb-IRES-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500309808/,,,500309808,,,,,Q4 2018,,,,,,,
AIBS_480169088,,,AIBS_480169088,mouse,NCBI:txid10090,"Calb2-IRES-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500336426/,,,500336426,,,,,Q4 2018,,,,,,,
AIBS_480643079,,,AIBS_480643079,mouse,NCBI:txid10090,"Slc6a5-Cre_KF109,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500339952/,,,500339952,,,,,Q4 2018,,,,,,,
AIBS_484714116,,,AIBS_484714116,mouse,NCBI:txid10090,"Prkcd-GluCla-CFP-IRES-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500333512/,,,500333512,,,,,Q4 2018,,,,,,,
AIBS_484714195,,,AIBS_484714195,mouse,NCBI:txid10090,"Crh-IRES-Cre_BL,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500337744/,,,500337744,,,,,Q4 2018,,,,,,,
AIBS_484719694,,,AIBS_484719694,mouse,NCBI:txid10090,"Gal-Cre_KI87,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500339586/,,,500339586,,,,,Q4 2018,,,,,,,
AIBS_484719915,,,AIBS_484719915,mouse,NCBI:txid10090,"Grp-Cre_KH288,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500337560/,,,500337560,,,,,Q4 2018,,,,,,,
AIBS_484719924,,,AIBS_484719924,mouse,NCBI:txid10090,"Syt6-Cre_KI148,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500339216/,,,500339216,,,,,Q4 2018,,,,,,,
AIBS_490091439,,,AIBS_490091439,mouse,NCBI:txid10090,"Glt25d2-Cre_NF107,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500334616/,,,500334616,,,,,Q4 2018,,,,,,,
AIBS_490646990,,,AIBS_490646990,mouse,NCBI:txid10090,"Sim1-Cre_KJ18,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500334800/,,,500334800,,,,,Q4 2018,,,,,,,
AIBS_491605040,,,AIBS_491605040,mouse,NCBI:txid10090,"Gpr26-Cre_KO250,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500337562/,,,500337562,,,,,Q4 2018,,,,,,,
AIBS_491762167,,,AIBS_491762167,mouse,NCBI:txid10090,"Dlg3-Cre_KG118,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500337378/,,,500337378,,,,,Q4 2018,,,,,,,
AIBS_538279786,,,AIBS_538279786,mouse,NCBI:txid10090,"Cart-IRES2-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500351909/,,,500351909,,,,,Q4 2018,,,,,,,
AIBS_538292049,,,AIBS_538292049,mouse,NCBI:txid10090,"Fezf2-CreER,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500349517/,,,500349517,,,,,Q4 2018,,,,,,,
AIBS_538292189,,,AIBS_538292189,mouse,NCBI:txid10090,"Kcng4-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500349149/,,,500349149,,,,,Q4 2018,,,,,,,
AIBS_538301843,,,AIBS_538301843,mouse,NCBI:txid10090,"Ndnf-IRES2-dgCre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500353567/,,,500353567,,,,,Q4 2018,,,,,,,
AIBS_538318714,,,AIBS_538318714,mouse,NCBI:txid10090,"Penk-IRES2-Cre-neo,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500352831/,,,500352831,,,,,Q4 2018,,,,,,,
AIBS_538318744,,,AIBS_538318744,mouse,NCBI:txid10090,"Plxnd1-CreER,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500352463/,,,500352463,,,,,Q4 2018,,,,,,,
AIBS_538340326,,,AIBS_538340326,mouse,NCBI:txid10090,Vip-IRES-Cre,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500352858/,,,500352858,,,,,Q4 2018,,,,,,,
AIBS_538876960,,,AIBS_538876960,mouse,NCBI:txid10090,Slc6a3-Cre,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500353594/,,,500353594,,,,,Q4 2018,,,,,,,
AIBS_538879942,,,AIBS_538879942,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500351754/,,,500351754,,,,,Q4 2018,,,,,,,
AIBS_538880588,,,AIBS_538880588,mouse,NCBI:txid10090,Rorb-IRES2-Cre,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500353224/,,,500353224,,,,,Q4 2018,,,,,,,
AIBS_539520718,,,AIBS_539520718,mouse,NCBI:txid10090,Htr3a-Cre_NO152,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500352124/,,,500352124,,,,,Q4 2018,,,,,,,
AIBS_541708954,,,AIBS_541708954,mouse,NCBI:txid10090,"Gad2-IRES-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500353042/,,,500353042,,,,,Q4 2018,,,,,,,
AIBS_543135620,,,AIBS_543135620,mouse,NCBI:txid10090,Pdyn-T2A-CreERT2,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500354044/,,,500354044,,,,,Q4 2018,,,,,,,
AIBS_545324266,,,AIBS_545324266,mouse,NCBI:txid10090,"Esr2-IRES2-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500350100/,,,500350100,,,,,Q4 2018,,,,,,,
AIBS_545324291,,,AIBS_545324291,mouse,NCBI:txid10090,"Htr1a-IRES2-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500352578/,,,500352578,,,,,Q4 2018,,,,,,,
AIBS_545324356,,,AIBS_545324356,mouse,NCBI:txid10090,"Vipr2-IRES2-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500354092/,,,500354092,,,,,Q4 2018,,,,,,,
AIBS_545442695,,,AIBS_545442695,mouse,NCBI:txid10090,Slc17a8-IRES2-Cre,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500354100/,,,500354100,,,,,Q4 2018,,,,,,,
AIBS_547584365,,,AIBS_547584365,mouse,NCBI:txid10090,Etv1-CreERT2,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500350091/,,,500350091,,,,,Q4 2018,,,,,,,
AIBS_551742288,,,AIBS_551742288,mouse,NCBI:txid10090,"Tacr1-T2A-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500352511/,,,500352511,,,,,Q4 2018,,,,,,,
AIBS_555040459,,,AIBS_555040459,mouse,NCBI:txid10090,PB-mCitrine_P038,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500354210/,,,500354210,,,,,Q4 2018,,,,,,,
AIBS_560680998,,,AIBS_560680998,mouse,NCBI:txid10090,Grik4-Cre,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500353613/,,,500353613,,,,,Q4 2018,,,,,,,
AIBS_560806749,,,AIBS_560806749,mouse,NCBI:txid10090,PB-mCitrine_P170,,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500354116/,,,500354116,,,,,Q4 2018,,,,,,,
AIBS_568800713,,,AIBS_568800713,mouse,NCBI:txid10090,"Calb1-IRES2-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500354209/,,,500354209,,,,,Q4 2018,,,,,,,
