519769867,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-245826,,transcriptomics,SMART-seq v4,MOs2/3,cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
519769884,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-245826,,transcriptomics,SMART-seq v4,MOs2/3,cells,47,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
519769900,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-245826,,transcriptomics,SMART-seq v4,MOs6a,cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
519770168,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-245826,,transcriptomics,SMART-seq v4,MOs6a,cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
519770178,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-245826,,transcriptomics,SMART-seq v4,MOs5,cells,21,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
519770183,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-245826,,transcriptomics,SMART-seq v4,MOs5,cells,51,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
525143626,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252097,,transcriptomics,SMART-seq v4,MOs2/3,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
525143629,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252097,,transcriptomics,SMART-seq v4,MOs6a,cells,33,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
525143664,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252097,,transcriptomics,SMART-seq v4,MOs2/3,cells,39,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
525143686,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252097,,transcriptomics,SMART-seq v4,MOs6a,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
525143829,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252097,,transcriptomics,SMART-seq v4,MOs2/3,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
525143888,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252097,,transcriptomics,SMART-seq v4,MOs6a,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
527588810,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252926,,transcriptomics,SMART-seq v4,MOs6a,cells,46,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
527588817,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252926,,transcriptomics,SMART-seq v4,MOs6a,cells,47,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
527588821,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252926,,transcriptomics,SMART-seq v4,MOs6a,cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
527588823,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252926,,transcriptomics,SMART-seq v4,MOs6a,cells,42,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
527588877,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252926,,transcriptomics,SMART-seq v4,MOs5,cells,41,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
527588894,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-252926,,transcriptomics,SMART-seq v4,MOs2/3,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
531003098,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-260674,,transcriptomics,SMART-seq v4,SSp5,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
531003104,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-260674,,transcriptomics,SMART-seq v4,MOp5,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
531003114,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-260674,,transcriptomics,SMART-seq v4,SSp5,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
531003117,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-260674,,transcriptomics,SMART-seq v4,MOp5,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
531003157,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-260674,,transcriptomics,SMART-seq v4,SSp2/3,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
531003221,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-260674,,transcriptomics,SMART-seq v4,MOp2/3,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
541042152,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265460,,transcriptomics,SMART-seq v4,MOp2/3,cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
541042272,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265460,,transcriptomics,SMART-seq v4,MOp6a,cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
541042629,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265460,,transcriptomics,SMART-seq v4,SSp2/3,cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
541042780,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265460,,transcriptomics,SMART-seq v4,SSp4,cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L4,2019Q1,Corrected structures/projects,,,,,,,,,
541043281,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265460,,transcriptomics,SMART-seq v4,MOp5,cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
541043320,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265460,,transcriptomics,SMART-seq v4,SSp6a,cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
541657315,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265462,,transcriptomics,SMART-seq v4,MOp2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
541657317,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265462,,transcriptomics,SMART-seq v4,MOp6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
541657321,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265462,,transcriptomics,SMART-seq v4,MOp6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
541657323,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265462,,transcriptomics,SMART-seq v4,SSp2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
541657326,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265462,,transcriptomics,SMART-seq v4,SSp6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
541657328,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-265462,,transcriptomics,SMART-seq v4,SSp4,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L4,2019Q1,Corrected structures/projects,,,,,,,,,
562713128,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-291016,,transcriptomics,SMART-seq v4,VISp,cells,101,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse VISp - L1, L2/3, L4, L5, L6",2019Q1,Corrected structures/projects,,,,,,,,,
575919187,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304659,,transcriptomics,SMART-seq v4,MOp6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
575919189,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304659,,transcriptomics,SMART-seq v4,MOp2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
575919191,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304659,,transcriptomics,SMART-seq v4,MOp2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
575919252,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304659,,transcriptomics,SMART-seq v4,SSp2/3,cells,71,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
575919815,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304659,,transcriptomics,SMART-seq v4,SSp4,cells,73,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L4,2019Q1,Corrected structures/projects,,,,,,,,,
575920489,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304659,,transcriptomics,SMART-seq v4,SSp6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
576269204,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304661,,transcriptomics,SMART-seq v4,MOp2/3,cells,41,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
576269266,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304661,,transcriptomics,SMART-seq v4,SSp2/3,cells,49,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
576269410,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304661,,transcriptomics,SMART-seq v4,MOp6a,cells,78,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
576269532,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304661,,transcriptomics,SMART-seq v4,SSp6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
576269945,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304661,,transcriptomics,SMART-seq v4,MOp6a,cells,63,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse MOp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
576270147,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304661,,transcriptomics,SMART-seq v4,SSp6a,cells,73,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse SSp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
577353610,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304663,,transcriptomics,SMART-seq v4,VISp2/3,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
577354713,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304663,,transcriptomics,SMART-seq v4,VISp1,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L1,2019Q1,Corrected structures/projects,,,,,,,,,
577355932,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304663,,transcriptomics,SMART-seq v4,VISp4,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L4,2019Q1,Corrected structures/projects,,,,,,,,,
577355938,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304663,,transcriptomics,SMART-seq v4,VISp6a,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
577355942,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304663,,transcriptomics,SMART-seq v4,VISp5,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
576591081,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304665,,transcriptomics,SMART-seq v4,MOs1,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
576591385,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304665,,transcriptomics,SMART-seq v4,MOs2/3,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
576591575,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304665,,transcriptomics,SMART-seq v4,MOs5,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
576591797,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-304665,,transcriptomics,SMART-seq v4,MOs6a,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
605882397,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337056,,transcriptomics,SMART-seq v4,ACA2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
605882436,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337056,,transcriptomics,SMART-seq v4,ACA5,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L5,2019Q1,Corrected structures/projects,,,,,,,,,
605882543,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337056,,transcriptomics,SMART-seq v4,ACA6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
605882682,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337056,,transcriptomics,SMART-seq v4,ACA5,cells,70,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L5,2019Q1,Corrected structures/projects,,,,,,,,,
605882923,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337056,,transcriptomics,SMART-seq v4,ACA6a,cells,67,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
605883013,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337056,,transcriptomics,SMART-seq v4,ACA2/3,cells,71,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
606122023,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337058,,transcriptomics,SMART-seq v4,ACA6a,cells,69,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
606122025,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337058,,transcriptomics,SMART-seq v4,ACA5,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L5,2019Q1,Corrected structures/projects,,,,,,,,,
606124174,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337058,,transcriptomics,SMART-seq v4,ACA5,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L5,2019Q1,Corrected structures/projects,,,,,,,,,
606124460,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337058,,transcriptomics,SMART-seq v4,ACA2/3,cells,70,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
606124470,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337058,,transcriptomics,SMART-seq v4,ACA6a,cells,71,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
