Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission
CEMBA190730-1_Rf10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190730-1_Rm10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA180219_R1;CEMBA180220_R2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190805-1_Vf10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190805-1_Vm10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V1;CEMBA180228_V2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190829-1_Pf10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P3;CEMBA171104_P4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190829-1_Pm10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P1;CEMBA171104_P2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190903-1_Vf10H11H12H,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MRN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190903-1_Vm10H11H12H,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V1;CEMBA180228_V2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MRN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190904-1_Vf12G13D,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V3;CEMBA180301_V4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PAG+MEV,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190904-1_Vm12G13D,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V1;CEMBA180228_V2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PAG+MEV,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190905-1_Cf10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190905-1_Cm10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA180130_C1;CEMBA180130_C2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190909-1_Bf10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA180209_B5;CEMBA180216_B7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,78,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190909-1_Bm10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA171201_B1;CEMBA171201_B2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,160,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190926-1_Wf11G12F13C,specimen,mouse,NCBI:txid10090,,,CEMBA190214_W5;CEMBA190214_W6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SC,cell nucleus,24,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190926-1_Wm11G12F13C,specimen,mouse,NCBI:txid10090,,,CEMBA190215_W8;CEMBA190219_W10,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SC,cell nucleus,64,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191010-1_Wm4A,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W13;CEMBA190722_W14,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,69,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191029-1_Wm5A,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W13;CEMBA190722_W14,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,8,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191125-1_Wm3D,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W13;CEMBA190722_W14,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,111,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191126-1_Wm9D,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W13;CEMBA190722_W14,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDp+AUDv,cell nucleus,59,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191202-1_Wf10C,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W11;CEMBA190722_W12,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,cell nucleus,15,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191202-1_Wm10C,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W13;CEMBA190722_W14,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,cell nucleus,17,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191203-1_Wf9A,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W11;CEMBA190722_W12,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,23,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191205-1_Wf10A,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W11;CEMBA190722_W12,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,16,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191205-1_Wm10A,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W13;CEMBA190722_W14,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,90,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191212-1_Wf9B,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W11;CEMBA190722_W12,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam+VISa+VISd,cell nucleus,40,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191212-1_Wm9B,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W13;CEMBA190722_W14,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam+VISa+VISd,cell nucleus,91,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191216-1_Wf6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA190822_W17;CEMBA190822_W18,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,HY (PH+PSTN+LHA+PM+ARH),cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191216-1_Wm11G12F13C,specimen,mouse,NCBI:txid10090,,,CEMBA190821_W15;CEMBA190821_W16,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SC,cell nucleus,16,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA191216-1_Wm6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA190821_W15;CEMBA190821_W16,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,HY (PH+PSTN+LHA+PM+ARH),cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA200102-1_Wf11G12F13C,specimen,mouse,NCBI:txid10090,,,CEMBA190722_W11;CEMBA190722_W12,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SC,cell nucleus,40,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA200113-1_Wm4A,specimen,mouse,NCBI:txid10090,,,CEMBA190821_W15;CEMBA190821_W16,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,7,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190912-1_Tm12J13E13F14C14D,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PRNc+P5+V+PSV+PARN),cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA190912-1_Tf12J13E13F14C14D,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PRNc+P5+V+PSV+PARN),cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA191003-1_Wm12J13E13F14C14D,specimen,mouse,NCBI:txid10090,,,CEMBA190215_W8;CEMBA190219_W10,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PRNc+P5+V+PSV+PARN),cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA191003-1_Wf12J13E13F14C14D,specimen,mouse,NCBI:txid10090,,,CEMBA190214_W5;CEMBA190214_W6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PRNc+P5+V+PSV+PARN),cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA181210-1_Tm7G8G,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,TH (MH+LD+MD+PO+PCN+SMT),cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA190716-1_Tm7E8F,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,TH (RT+VPM+VM+VAL),cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA181218-1_Tf7G8G,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,TH (MH+LD+MD+PO+PCN+SMT),cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA190716-1_Tf7E8F,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,TH (RT+VPM+VM+VAL),cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200211-1_Fm11B,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200224-1_Fm12B,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISl+VISli,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200211-1_Ff11B,specimen,mouse,NCBI:txid10090,,,CEMBA191118_F4;CEMBA191223_F7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200224-1_Ff12B,specimen,mouse,NCBI:txid10090,,,CEMBA191118_F4;CEMBA191223_F7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISl+VISli,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200225-1_Fm9B,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam+VISa+VISd,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200225-1_Ff9B,specimen,mouse,NCBI:txid10090,,,CEMBA191118_F4;CEMBA191223_F7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam+VISa+VISd,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200227-1_Fm9D,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDp+AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200302-1_Fm10C,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200302-1_Ff10C,specimen,mouse,NCBI:txid10090,,,CEMBA191118_F4;CEMBA191223_F7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd+AUDpo+AUDp+AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200227-1_Ff9D,specimen,mouse,NCBI:txid10090,,,CEMBA191118_F4;CEMBA191223_F7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDp+AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200518-1_Fm3D,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,168,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200518-1_Ff3D,specimen,mouse,NCBI:txid10090,,,CEMBA191118_F4;CEMBA191223_F7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,110,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200309-1_Fm4A,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,288,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200317-1_Fm5A,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200317-1_Ff5A,specimen,mouse,NCBI:txid10090,,,CEMBA191118_F4;CEMBA191223_F7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200520-1_Fm6B,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SSp,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200520-1_Fm7B,specimen,mouse,NCBI:txid10090,,,CEMBA191001_F1;CEMBA190930_F2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SSp,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200520-1_Ff7B,specimen,mouse,NCBI:txid10090,,,CEMBA191118_F4;CEMBA191223_F7,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SSp,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200526-1_Em11B,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200526-1_Em12B,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISl+VISli,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200522-1_Ef11B,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200528-1_Ef12B,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISl+VISli,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200526-1_Em9B,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam+VISa+VISd,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200528-1_Ef9B,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam+VISa+VISd,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q3
CEMBA200602-1_Em10A,specimen,mouse,NCBI:txid10090,,,CEMBA200220_E2;CEMBA200220_E3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
CEMBA200602-1_Ef10A,specimen,mouse,NCBI:txid10090,,,CEMBA200222_E4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp+VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q4
